ticket_id,org_id,category,severity,created_at,resolved_at,csat,sla_breached
tkt_h3o0sw58,org_ktakpuxq,billing,low,2025-08-26,2025-08-26,2.0,False
tkt_611gqit8,org_4zw9xa3k,integration,medium,2025-06-04,,,False
tkt_d9gx2hiv,org_h2m5zja8,security,medium,2025-08-03,2025-08-10,,False
tkt_dts8mg00,org_1t2tala7,availability,low,2025-07-04,2025-07-13,5.0,False
tkt_crz17a8r,org_wnnhj7xv,billing,low,2025-05-22,2025-05-23,3.0,False
tkt_nxpwnua6,org_id25owf7,availability,low,2025-08-30,2025-08-31,1.0,False
tkt_tdxj1wqq,org_dppq0y9d,availability,medium,2025-08-11,2025-08-15,4.0,True
tkt_oqsd8p4x,org_he7ur23g,usability,medium,2025-08-08,2025-08-08,5.0,False
tkt_tkxgy93f,org_tvhhpbmy,integration,medium,2025-07-10,,3.0,False
tkt_on8ong5u,org_y9v86wzs,security,medium,2025-07-03,2025-07-05,3.0,False
tkt_dlhwv6fl,org_zbikcidk,billing,low,2025-08-03,2025-08-03,4.0,False
tkt_vywapke5,org_trp0j43d,availability,high,2025-06-28,2025-07-03,4.0,False
tkt_ajr1ov9c,org_9t84azyt,performance,medium,2025-06-23,2025-06-24,,False
tkt_pwrutvly,org_ohp6vz41,usability,low,2025-05-14,,3.0,True
tkt_jmwuocs2,org_jxepq85j,usability,critical,2025-06-08,2025-06-16,,False
tkt_24eqkq7m,org_pnsm43d8,billing,low,2025-08-04,2025-08-05,4.0,False
tkt_ou3dn1tj,org_ohp6vz41,billing,medium,2025-05-26,,4.0,False
tkt_l2fx35lg,org_hv3a3zmf,usability,low,2025-08-18,2025-08-20,4.0,False
tkt_49ffqokv,org_pht0hl9x,integration,medium,2025-07-08,2025-07-10,2.0,False
tkt_c4gtjs1a,org_t9nt3w5u,availability,low,2025-06-10,2025-06-22,5.0,False
tkt_5ugxbryt,org_pht0hl9x,billing,medium,2025-08-02,2025-08-17,,False
tkt_ivr40dm9,org_dppq0y9d,usability,medium,2025-06-14,2025-06-16,3.0,False
tkt_if826bhy,org_xaji0y6d,integration,medium,2025-08-25,,,False
tkt_z1ov5vxa,org_wnnhj7xv,integration,high,2025-06-26,2025-06-26,3.0,False
tkt_8mku1gpt,org_3t60rjiw,integration,medium,2025-05-24,2025-05-25,4.0,False
tkt_49pusrza,org_chj755nf,billing,high,2025-08-31,2025-09-02,4.0,True
tkt_eqoxbe1p,org_ohp6vz41,billing,medium,2025-05-15,2025-05-16,,False
tkt_5ei7k8ev,org_0lzjjege,billing,low,2025-07-14,2025-07-17,3.0,False
tkt_brx8u73n,org_vyie6ivw,performance,high,2025-07-18,2025-07-20,6.0,False
tkt_kbf2e6wp,org_a7tz0ync,performance,high,2025-08-08,2025-08-09,5.0,False
tkt_rlpg7gvl,org_tvhhpbmy,billing,critical,2025-08-24,,,False
tkt_hwxpbrrn,org_ykl1cq99,usability,low,2025-06-30,2025-07-06,2.0,False
tkt_tylvvld3,org_zbikcidk,performance,low,2025-06-21,,3.0,False
tkt_iia38k0h,org_t9nt3w5u,security,high,2025-08-25,,3.0,False
tkt_f36c0ox8,org_8mdd4v30,availability,high,2025-05-15,,3.0,False
tkt_7czr7xwq,org_sg65kxvf,performance,high,2025-06-14,2025-06-15,5.0,False
tkt_f1ttimly,org_trp0j43d,security,low,2025-07-16,,2.0,False
tkt_tgvkymzl,org_c11ertj5,billing,medium,2025-08-07,2025-08-08,5.0,True
tkt_o9lndcmb,org_afeyuhz1,performance,high,2025-08-03,2025-08-05,4.0,False
tkt_4bldqlq1,org_d14ve92m,billing,medium,2025-08-26,2025-09-17,2.0,False
tkt_wmfpt00e,org_d14ve92m,availability,medium,2025-07-17,2025-07-19,,False
tkt_2qmk3uhk,org_4zw9xa3k,performance,low,2025-05-25,2025-05-25,2.0,False
tkt_6hmrtieh,org_c11ertj5,integration,high,2025-06-05,2025-06-09,3.0,False
tkt_c2yix79p,org_1n13jcat,billing,medium,2025-05-29,2025-06-07,4.0,True
tkt_brtg6c2r,org_7e8g8jdp,security,medium,2025-08-10,2025-08-15,3.0,False
tkt_ra3plcgq,org_7e8g8jdp,security,critical,2025-07-29,2025-07-29,2.0,False
tkt_llx70r3s,org_9t84azyt,integration,low,2025-06-10,2025-06-11,4.0,False
tkt_dudprk5r,org_dbdw2pcn,usability,medium,2025-07-07,2025-07-07,3.0,True
tkt_0pnf3vcl,org_xaji0y6d,billing,high,2025-05-31,2025-06-01,1.0,False
tkt_hovu5wp8,org_w3zp08j3,availability,medium,2025-07-18,2025-07-29,3.0,False
tkt_mvu2yett,org_pac56t4u,billing,medium,2025-05-25,2025-05-28,3.0,False
tkt_ruti7zfz,org_g0fn9xuy,billing,low,2025-07-13,2025-07-21,5.0,False
tkt_tos6gkj7,org_rixa11dp,security,medium,2025-08-30,,,False
tkt_1k16y0up,org_41ibljh7,security,medium,2025-06-20,,5.0,False
tkt_u536lzms,org_pht0hl9x,integration,high,2025-07-04,,,False
tkt_804bfpv0,org_g8sbi4q2,usability,medium,2025-08-09,2025-08-10,4.0,False
tkt_v6443ktx,org_ir4cowgz,performance,low,2025-08-11,2025-08-17,3.0,False
tkt_6qcaluk8,org_rixa11dp,performance,low,2025-05-29,2025-05-29,4.0,False
